"INDIC_IS","GEO","TIME","UNIT","IND_TYPE","Value","Flag and Footnotes"
"Internet use: reading online news sites/newspapers/news magazines","France","2006","Percentage of individuals","All Individuals",":",""
"Internet use: reading online news sites/newspapers/news magazines","France","2010","Percentage of individuals","All Individuals",":",""
"Internet use: reading online news sites/newspapers/news magazines","France","2015","Percentage of individuals","All Individuals","42",""
"Internet use: reading online news sites/newspapers/news magazines","France","2019","Percentage of individuals","All Individuals","54",""
"Internet use: reading online news sites/newspapers/news magazines","Croatia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: reading online news sites/newspapers/news magazines","Croatia","2010","Percentage of individuals","All Individuals",":",""
"Internet use: reading online news sites/newspapers/news magazines","Croatia","2015","Percentage of individuals","All Individuals","62",""
"Internet use: reading online news sites/newspapers/news magazines","Croatia","2019","Percentage of individuals","All Individuals","72",""
"Internet use: reading online news sites/newspapers/news magazines","Italy","2006","Percentage of individuals","All Individuals",":",""
"Internet use: reading online news sites/newspapers/news magazines","Italy","2010","Percentage of individuals","All Individuals",":",""
"Internet use: reading online news sites/newspapers/news magazines","Italy","2015","Percentage of individuals","All Individuals","37",""
"Internet use: reading online news sites/newspapers/news magazines","Italy","2019","Percentage of individuals","All Individuals","44",""
"Internet use: reading online news sites/newspapers/news magazines","Cyprus","2006","Percentage of individuals","All Individuals",":",""
"Internet use: reading online news sites/newspapers/news magazines","Cyprus","2010","Percentage of individuals","All Individuals",":",""
"Internet use: reading online news sites/newspapers/news magazines","Cyprus","2015","Percentage of individuals","All Individuals","57",""
"Internet use: reading online news sites/newspapers/news magazines","Cyprus","2019","Percentage of individuals","All Individuals","70",""
"Internet use: reading online news sites/newspapers/news magazines","Latvia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: reading online news sites/newspapers/news magazines","Latvia","2010","Percentage of individuals","All Individuals",":",""
"Internet use: reading online news sites/newspapers/news magazines","Latvia","2015","Percentage of individuals","All Individuals","69",""
